title,published,link,summary,source,geopolitical_risk_score
"Yoav Gallant says he won’t run for office in next election, leaves future open",2026-03-12 09:44:44+00:00,https://www.timesofisrael.com/yoav-gallant-says-he-wont-run-for-office-in-next-election-leaves-future-open/,"<p>Former defense minister, fired by PM in November 2024 amid heated wartime disagreements that have persisted past his sacking, says 'right now isn't the time' for him to run</p>
<p>The post <a href=""https://www.timesofisrael.com/yoav-gallant-says-he-wont-run-for-office-in-next-election-leaves-future-open/"">Yoav Gallant says he won&#8217;t run for office in next election, leaves future open</a> appeared first on <a href=""https://www.timesofisrael.com"">The Times of Israel</a>.</p>
<figure><img border=""0"" class=""type:primaryImage"" height=""100"" src=""https://static-cdn.toi-media.com/www/uploads/2025/09/F250929AVS107-1024x640.jpg"" title=""Yoav Gallant says he won&#8217;t run for office in next election, leaves future open"" width=""160"" /></figure>",Times of Israel (Geopolitics/Security),0.1111111111111111
"Amid war, Israeli Para athlete stands tall as she proudly displays national flag",2026-03-12 09:24:08+00:00,https://www.timesofisrael.com/amid-war-israeli-para-athlete-stands-tall-as-she-proudly-displays-national-flag/,"<p>Sheina Vaspi, Israel's only representative at Milano Cortina Paralympic Games, delighted in wearing Star of David on her helmet as she competed, despite 12th-place finish</p>
<p>The post <a href=""https://www.timesofisrael.com/amid-war-israeli-para-athlete-stands-tall-as-she-proudly-displays-national-flag/"">Amid war, Israeli Para athlete stands tall as she proudly displays national flag</a> appeared first on <a href=""https://www.timesofisrael.com"">The Times of Israel</a>.</p>
<figure><img border=""0"" class=""type:primaryImage"" height=""100"" src=""https://static-cdn.toi-media.com/www/uploads/2026/03/AP26069349951349-1-1024x640.jpg"" title=""Amid war, Israeli Para athlete stands tall as she proudly displays national flag"" width=""160"" /></figure>",Times of Israel (Geopolitics/Security),0.1111111111111111
"FM Sa’ar to ToI: Only Iranians can bring down regime, but they need outside help",2026-03-12 02:38:50+00:00,https://www.timesofisrael.com/fm-saar-to-toi-only-iranians-can-bring-down-regime-but-they-need-outside-help/,"<p>Foreign minister says nuclear, ballistic missile programs are 'badly damaged,' US wants to win as much as Israel does; 'We were under no illusions Hezbollah threat had disappeared'</p>
<p>The post <a href=""https://www.timesofisrael.com/fm-saar-to-toi-only-iranians-can-bring-down-regime-but-they-need-outside-help/"">FM Sa&#8217;ar to ToI: Only Iranians can bring down regime, but they need outside help</a> appeared first on <a href=""https://www.timesofisrael.com"">The Times of Israel</a>.</p>
<figure><img border=""0"" class=""type:primaryImage"" height=""100"" src=""https://static-cdn.toi-media.com/www/uploads/2025/10/AFP__20251027__82668TC__v1__HighRes__HungaryIsraelPoliticsDiplomacy-1-e1763413772388-1024x640.jpg"" title=""FM Sa&#8217;ar to ToI: Only Iranians can bring down regime, but they need outside help"" width=""160"" /></figure>",Times of Israel (Geopolitics/Security),0.1111111111111111
UN Security Council demands Iran halt attacks on Gulf states,2026-03-12 01:48:39+00:00,https://www.timesofisrael.com/un-security-council-demands-iran-halt-attacks-on-gulf-states/,"<p>Iran's allies Russia and China abstain, allowing resolution to pass; measure also condemns Islamic Republic for 'interfering with international navigation through Strait of Hormuz'</p>
<p>The post <a href=""https://www.timesofisrael.com/un-security-council-demands-iran-halt-attacks-on-gulf-states/"">UN Security Council demands Iran halt attacks on Gulf states</a> appeared first on <a href=""https://www.timesofisrael.com"">The Times of Israel</a>.</p>
<figure><img border=""0"" class=""type:primaryImage"" height=""100"" src=""https://static-cdn.toi-media.com/www/uploads/2026/03/AFP__20260311__2266006736__v1__HighRes__UnitedNationsSecurityCouncilMeetsToDiscussCo-e1773278166887-1024x640.jpg"" title=""UN Security Council demands Iran halt attacks on Gulf states"" width=""160"" /></figure>",Times of Israel (Geopolitics/Security),0.1111111111111111
